participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.residence,player.age,player.gender,player.strategy_1,player.strategy_2,player.strategy_3,player.payoff_selfS1_otherS1,player.payoff_selfS1_otherS2,player.payoff_selfS1_otherS3,player.payoff_selfS2_otherS1,player.payoff_selfS2_otherS2,player.payoff_selfS2_otherS3,player.payoff_selfS3_otherS1,player.payoff_selfS3_otherS2,player.payoff_selfS3_otherS3,player.decision,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,2,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,3,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,5,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,6,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,7,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,8,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,9,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,10,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,11,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,ymvtc316,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,12,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,ymvtc316,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,0,Winterthur,2,2,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,1,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-2,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,2,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,3,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,5,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,6,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,7,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,8,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,9,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,10,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,9ok2u8vj,,,,,0
1,goxlm11d,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:22.419333+00:00,1,,,32,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,12,9ok2u8vj,,,,,0
2,xrouzhm1,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 15:40:27.533785+00:00,1,,,-7,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,9ok2u8vj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,5,Ehrendingen,1,2,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,1,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,3,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,2,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,5,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,6,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,7,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,8,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,9,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,10,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,6g75a4qj,,,,,0
1,93i4tguh,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:30:58.567650+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,12,6g75a4qj,,,,,0
2,69y17050,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:25:21.806127+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,6g75a4qj,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,0,Winterthur,2,2,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,1,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,-2,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,2,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,5,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,6,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,7,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,8,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,9,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,10,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,6jwxp204,,,,,0
1,vdq20z34,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:56:00.594561+00:00,1,,,39,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,12,6jwxp204,,,,,0
2,7nx139fe,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 09:55:30.253674+00:00,1,,,3,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,6jwxp204,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,5,Winterthur,2,2,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,1,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,3,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,2,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,5,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,6,lwy1rxln,,,,,0
2,equwsfna,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:25:15.516789+00:00,1,,,16,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,lwy1rxln,,,,,0
1,x07dbf25,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-16 10:30:26.740285+00:00,1,,,34,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,7,lwy1rxln,,,,,0
